SMILES,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
Cc1ccc2nc3sc(=O)sc3nc2c1,11.191712805492568,0.05280376039304646,11.191712805492568,0.05280376039304646,0.6001151397628296,234.305,228.257,233.992154812,74,0,0.2910353559711601,-0.2652607461195965,0.2910353559711601,0.2652607461195965,1.0666666666666669,1.7333333333333334,2.466666666666667,2.5145236538247846,714.0826797621031,10.41384908344359,7.851222869960383,9.484216031815837,7.220346690612277,4.403081788872159,6.036074950727612,3.2802047303778634,5.461849682975699,2.1178790896968542,4.036392459100616,1.443659218051939,3.203561507977628,-1.33,4528.234806259246,8.936835241371476,3.079795010931358,1.4381670255772518,93.05170646005597,0.0,0.0,9.660792839241132,0.0,4.05618179590915,0.0,4.794537184071822,9.967957041894415,0.0,0.0,28.739938824331087,24.619922828310838,0.0,11.033401435232523,0.0,43.367766030343134,0.0,9.967957041894415,0.0,6.923737199690624,0.0,32.613271677062805,0.0,0.0,4.05618179590915,0.0,0.0,22.673571755869474,9.967957041894415,0.0,6.923737199690624,5.563451491696997,22.99363838945665,0.0,20.694194274473656,0.0,42.85,0.0,4.794537184071822,0.0,4.05618179590915,0.0,48.93121752204013,0.0,0.0,25.12283840507545,9.967957041894415,0.0,0.0,2.322698176492819,0.0,0.0,0.0,0.0,0.0,0.0,0.05280376039304646,32.2911647297808,0.1,15,0,3,0,0,0,1,2,3,5,0,5,0,0,0,0,3,2.5746200000000004,63.80500000000002,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C[n+]1ccc(-c2ccccc2)cc1.[I-],2.1203703703703702,0.0,2.1203703703703702,0.0,0.4784139815909914,297.139,285.04299999999995,297.001447384,72,0,0.16862992215364653,-1.0,1.0,0.16862992215364653,0.7857142857142857,1.2857142857142858,1.8571428571428568,9.799997284000774e-07,380.8263003351291,9.096011838247808,8.021330491215817,10.178828782392145,6.360173345306138,4.3683119133735335,4.3683119133735335,3.1183119133735326,3.1183119133735326,2.0855853467432475,2.0855853467432475,1.3240383779827292,1.3240383779827292,-0.8999999999999999,1444.8236811575116,11.176335877862597,5.098461064943058,2.543318883223647,101.42685132413328,23.976640125262065,7.047671982677191,12.39368714322615,0.0,0.0,0.0,0.0,4.567099647791356,0.0,0.0,30.33183534230805,11.126902983393993,12.13273413692322,0.0,28.543739773053414,0.0,0.0,0.0,7.047671982677191,0.0,0.0,54.85825662245742,0.0,11.126902983393993,28.543739773053414,0.0,0.0,0.0,0.0,7.047671982677191,0.0,0.0,54.85825662245742,0.0,11.126902983393993,0.0,3.88,0.0,0.0,0.0,23.976640125262065,0.0,0.0,11.126902983393993,0.0,17.681138698930155,48.791889553995816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0341666666666667,23.299166666666668,0.08333333333333333,14,0,1,0,0,0,1,1,2,0,0,2,1,0,0,0,2,-0.8179000000000003,53.05400000000004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1CCNC1,3.2222222222222223,1.25,3.2222222222222223,1.25,0.4347944578283113,71.123,62.051,71.07349928800001,30,0,-0.0048447039524280285,-0.3167309205412665,0.3167309205412665,0.0048447039524280285,1.0,1.6,1.8,2.083333333333333,15.21928094887362,3.5355339059327378,3.32842712474619,3.32842712474619,2.5,2.207106781186547,2.207106781186547,1.4571067811865472,1.4571067811865472,0.9571067811865472,0.9571067811865472,0.6249999999999998,0.6249999999999998,-0.04,22.886435386960567,3.1616129032258065,1.4103121748178982,0.6183636836628511,32.37810840109819,5.316788604006331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.931156057677175,0.0,0.0,0.0,0.0,0.0,5.316788604006331,0.0,12.841643245852019,13.089512811825152,0.0,0.0,0.0,5.316788604006331,0.0,0.0,0.0,13.089512811825152,0.0,0.0,12.841643245852019,0.0,0.0,0.0,0.0,12.03,0.0,0.0,0.0,0.0,0.0,0.0,25.931156057677175,0.0,0.0,5.316788604006331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,1.0,5,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0.3698,22.1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clc1cccc(-c2cc(Cl)ccc2Cl)c1,6.081355505165027,0.6614588057445203,6.081355505165027,0.6614588057445203,0.6489454818006694,257.547,250.491,255.96133326400002,76,0,0.04849465469316167,-0.08432138858941543,0.08432138858941543,0.04849465469316167,0.7333333333333333,1.4666666666666666,2.2,2.5789507732878176,491.9759470533523,10.836498814253963,7.675345303355062,9.943132141410429,7.1647037979464505,4.376347786272345,5.510241205300027,3.134515571320675,4.414587259005251,2.0640291395246693,2.863811566140192,1.3747323891296492,1.9637807577335824,-0.6900000000000001,2920.279733603091,10.815469160963003,4.441475409041874,2.4595834898957136,103.398296006206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.93555380762077,35.89528683400505,20.631351432920976,0.0,0.0,34.802819670697545,0.0,0.0,0.0,0.0,0.0,57.53246942045524,0.0,11.126902983393993,0.0,0.0,0.0,34.802819670697545,0.0,0.0,0.0,0.0,42.46456947923127,15.067899941223974,11.126902983393993,0.0,0.0,0.0,0.0,0.0,0.0,15.067899941223974,11.126902983393993,0.0,12.13273413692322,30.33183534230805,0.0,34.802819670697545,0.0,17.907034202569914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.759632464096757,0.0,15,0,0,0,0,0,2,0,2,0,0,3,1,0,0,0,2,5.313800000000001,66.90800000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C)NC(=O)C=Cc1ccc([N+](=O)[O-])o1,11.399217687074833,-0.6323755196523053,11.399217687074833,0.264591836734694,0.4961392826766953,238.243,224.131,238.095356928,92,0,0.4330053635717976,-0.4013181457977497,0.4330053635717976,0.4013181457977497,1.4705882352941178,2.117647058823529,2.588235294117647,2.6413283639729905,454.2816421136656,13.052041763877792,9.889607834113916,9.889607834113916,7.776675564742526,5.022494810161804,5.022494810161804,4.505695889529858,4.505695889529858,1.6897161322568028,1.6897161322568028,1.0989979003362669,1.0989979003362669,-2.11,4610.1025015981095,12.957159167226324,4.8163335657480895,4.499757142716379,98.45508415831742,9.733939541059678,10.683558467692112,0.0,5.9071797293515065,0.0,5.884182201861009,14.908855452837393,0.0,0.0,0.0,0.0,32.91359877436736,11.614945359217227,6.06636706846161,14.134999169942839,17.867382038046394,0.0,5.316788604006331,0.0,26.310136851455216,0.0,34.083319931397114,0.0,0.0,5.316788604006331,5.884182201861009,0.0,0.0,16.369416030552518,4.794537184071822,10.114318268765572,26.531459017946315,22.625905180810452,0.0,6.076020106833881,0.0,85.38,4.923311048817671,14.908855452837393,0.0,23.090534602470303,0.0,0.0,24.284774350590983,0.0,20.771211599071872,5.316788604006331,4.417150937053346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.859703089569161,44.39029691043084,0.3636363636363637,17,1,6,0,0,0,0,1,1,4,1,6,3,0,0,0,1,2.1157,62.29210000000002,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oc1nc2ccccc2s1,8.96351851851852,0.14000000000000035,8.96351851851852,0.14000000000000035,0.6243115793086027,151.18999999999997,146.14999999999995,151.00918478,50,0,0.2712969669785626,-0.4855877266805166,0.4855877266805166,0.2712969669785626,1.3,2.1,2.9,2.876510166944625,322.13359342626137,6.974691494688164,5.112076558222282,5.928573139150008,4.860173345306136,2.9064189529034263,3.7229155338311517,1.9641643512762017,2.973263273805692,1.2825956784868282,2.1215911466563746,0.8600477782998868,1.56559868877956,-1.09,340.8014883445473,5.6765355505299455,1.9519932802068964,0.7524226099789849,61.76731265478619,5.106527394840706,0.0,0.0,0.0,5.193684038439675,0.0,0.0,4.9839785209472085,0.0,0.0,23.46952001485796,12.13273413692322,0.0,10.216620634085363,5.106527394840706,21.5534065120201,0.0,4.9839785209472085,0.0,0.0,0.0,24.26546827384644,0.0,5.193684038439675,0.0,0.0,5.193684038439675,11.336785877934735,10.090505915787917,0.0,0.0,0.0,24.26546827384644,0.0,10.216620634085363,0.0,33.120000000000005,0.0,0.0,0.0,5.193684038439675,0.0,10.216620634085363,11.336785877934735,0.0,24.26546827384644,4.9839785209472085,5.106527394840706,0.0,1.296574074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.536759259259266,0.0,10,1,2,0,0,0,1,1,2,3,1,3,0,0,0,0,2,2.0019,41.284800000000025,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
c1ccc2c(c1)Nc1ccccc1O2,5.714907407407408,0.8807407407407408,5.714907407407408,0.8807407407407408,0.5752094545379681,183.21,174.13799999999995,183.068413908,68,0,0.15047297682883212,-0.4529956552725107,0.4529956552725107,0.15047297682883212,0.7142857142857143,1.2142857142857142,1.7857142857142858,2.124918321677156,391.7528748573925,9.38046888862398,7.527050443980872,7.527050443980872,6.932652990377573,4.562948828843116,4.562948828843116,3.2193809076140205,3.2193809076140205,2.263373372058855,2.263373372058855,1.581367942637147,1.581367942637147,-1.9599999999999995,3255.128956169492,7.4444123018482,2.7710289600439846,1.0435531063225354,82.14607358514671,10.053651557806381,0.0,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.26546827384644,24.26546827384644,0.0,11.374772549367124,4.736862953800049,11.374772549367124,0.0,0.0,0.0,0.0,5.316788604006331,48.53093654769288,0.0,11.49902366656781,10.053651557806381,11.374772549367124,11.49902366656781,0.0,0.0,0.0,0.0,0.0,48.53093654769288,0.0,0.0,0.0,21.26,0.0,0.0,0.0,0.0,0.0,22.87379621593493,0.0,0.0,48.53093654769288,5.316788604006331,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.66666666666667,0.0,14,1,2,0,1,1,2,0,2,2,1,2,0,0,0,0,3,3.5359000000000016,56.24070000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,5.9521046093334435,0.5328217120181409,5.9521046093334435,0.5328217120181409,0.7586739279140474,253.132,243.052,252.02210368,82,0,0.06410906627981268,-0.397522377756782,0.397522377756782,0.06410906627981268,0.6875,1.0625,1.375,2.5020803743746223,489.03712407405885,11.706742302257044,8.374731099535461,9.886588991572367,7.575387400469407,4.681382485624024,5.437311431642478,3.4725842676428176,4.28698452112403,2.3342354827418856,2.9888891534498634,1.4133950164004032,1.7744802768578851,-1.38,4453.211453270732,11.115769401650267,4.239460724646859,2.0803305756873,103.77481117334976,11.46733495432437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.334613917388246,35.39237125724044,0.0,21.420039176849773,0.0,34.57665232983216,0.0,0.0,0.0,0.0,11.46733495432437,46.443469038252324,0.0,11.126902983393993,11.46733495432437,11.374772549367124,0.0,23.20187978046503,0.0,0.0,0.0,0.0,36.398202410769656,10.045266627482652,11.126902983393993,0.0,52.04,0.0,0.0,0.0,0.0,21.420039176849773,11.126902983393993,0.0,24.26546827384644,12.13273413692322,0.0,34.6692147347894,0.0,11.904209218666887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.318013003555325,0.0,16,4,2,0,0,0,2,0,2,2,2,4,1,0,0,0,2,3.8248000000000015,70.7228,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COc1ccccc1OCC(=O)O,10.20643613000756,-1.0084202569916851,10.20643613000756,0.3607407407407408,0.7586167170404677,182.17499999999995,172.09499999999997,182.05790880000004,70,0,0.34122603890368697,-0.4928696339775421,0.4928696339775421,0.34122603890368697,1.3846153846153846,2.0,2.5384615384615383,2.691212725977336,295.421105250796,9.681798275874712,7.188466324836599,7.188466324836599,6.236382105218449,3.7138063182873498,3.7138063182873498,2.3332728760654424,2.3332728760654424,1.4202211521734984,1.4202211521734984,0.8775342901337531,0.8775342901337531,-1.71,902.3092253210983,9.378573959255977,4.348929277130086,2.6649082863884,75.70907577394034,14.580253302440806,0.0,18.105905631080727,0.0,0.0,5.969305287951848,0.0,4.794537184071822,0.0,0.0,12.13273413692322,12.13273413692322,0.0,7.1097975412775325,19.37479048651263,5.969305287951848,0.0,0.0,0.0,0.0,13.716679505790452,24.26546827384644,0.0,11.49902366656781,9.473725907600098,0.0,11.49902366656781,0.0,24.792512188583004,4.794537184071822,0.0,0.0,24.26546827384644,0.0,0.0,0.0,55.76000000000001,5.969305287951848,4.794537184071822,0.0,6.606881964512918,11.49902366656781,0.0,7.1097975412775325,24.26546827384644,0.0,0.0,14.580253302440806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5,0.2222222222222222,13,1,4,0,0,0,1,0,1,3,1,4,4,0,0,0,1,1.1586,46.12480000000002,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,6.146028596623834,0.2759004157218448,6.146028596623834,0.2759004157218448,0.4687210242976456,360.88200000000006,356.85,357.84441620800004,94,0,0.07843208976290234,-0.08265479781254144,0.08265479781254144,0.07843208976290234,0.4444444444444444,0.7777777777777778,1.1111111111111112,2.706551430164041,564.9500798683472,13.4472292782632,8.577187914813862,13.112761590924597,8.430428110326536,4.7052606240736,6.973047462128965,3.445821143210166,5.772079288728287,2.3605403656643245,4.947738550351391,1.4678280130854018,2.7423069619198226,0.17999999999999985,10431.44453991254,14.586227811599894,5.6636735958285,2.557703585426041,134.308094686851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.73837347831831,12.13273413692322,11.126902983393993,30.135799882447962,0.0,69.60563934139509,0.0,0.0,0.0,0.0,0.0,54.40126815629439,0.0,11.126902983393993,0.0,0.0,0.0,69.60563934139509,0.0,0.0,0.0,0.0,24.26546827384644,30.135799882447962,11.126902983393993,0.0,0.0,0.0,0.0,0.0,10.045266627482652,31.217436238359298,0.0,0.0,24.26546827384644,0.0,0.0,69.60563934139509,0.0,36.018478031130144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.981521968869856,0.0,18,0,0,0,0,0,2,0,2,0,0,6,1,0,0,0,2,7.274,81.93799999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
